questionid,questionvalue,responselayout,mustenterflag,regtype,pollingtypecode,adddate,demquestion,responsevalue,responsedefaultvalue
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Architectural Lighting,DB
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Lighting Auxiliary Equipment,DJ
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Lighting Control Systems,DG
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Lighting Fixtures (Installed & Portable),DH
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,LIVE EVENTS,G
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Event Lighting,JA
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Personal Monitoring Systems,JB
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Power Systems,JC
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Rental and Staging Services,JD
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Rigging,JE
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Scheduling Software,JF
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Sound Reinforcement Systems,JG
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Special Effects,JH
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Staging & Drapes,JJ
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Wireless Audio Systems,JK
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,SECURITY,O
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Access Control,NB
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,CCTV/IPTV Cameras & Surveillance Equipment,NC
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Intercom & IFB Systems,ND
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Security/Life Safety Call & Paging,NE
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,SERVICES,H
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Experience Design/Event Design,FF
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Interior Design,FG
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Managed Services,FB
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Remote Systems Management,FC
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Solutions Design,FE
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,"STREAMING MEDIA, STORAGE AND DISTRIBUTION",J
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Computers/Components/Networking & Storage Solutions,HA
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Content Recording & Storage Systems,HB
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Digital & Streaming Media Distribution Systems,HC
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Signal Routing/Switching ,HD
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,OTHER,L
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Augmented/Virtual/Mixed Reality,KC
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Cases/Bags and Storage,KA
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,Other,KB
QUES011,In which of the following product areas are you interested or involved? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PRODUCTS,No Response,x
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,360/3D/VR Video,A
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Architecture/Building Design and Engineering,B
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Audio (Mixing/Engineering) ,C.
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Cabling/Wiring,D
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Commissioning/Testing/Calibration,E
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Construction/Fabrication/Installation,F
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,"Content Creation (Graphic Design, Interior Design, Writing)",G
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Executive/Leadership,H
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Experience Design/Event Design,I.
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Facilities Management,J
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Filming/Recording,K
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,IP/NetworkÂ Management/Data Security,L
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,LightingÂ Design,M.  
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Live Events Production,AB
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Meeting Planning,AC
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Pre/Post Production,P
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Programming/Software Development,Q.
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Project Management,R.
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Purchasing/Procurement,S
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Staging/Rigging,U.
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,System Design,V.
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Technology Management,W.   
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,UCC Integration/Support,X
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,User/Technical Support,Y
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,UX/CX Design,Z
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,"Video (Projection Mapping, Production)",AA
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,Other,BB
QUES012,Which of the following skill or competency areas best describe the role you fill within your organiziation? Please choose all that apply.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,Jobskill,No Response,xx
QUES013,What is your involvement in the decisions relating to the purchase of audiovisual products and services? Please choose the answer that best fits your role or your highest level of involvement.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PURCHASE,Authorize (you are responsible for making the final decision),A.
QUES013,What is your involvement in the decisions relating to the purchase of audiovisual products and services? Please choose the answer that best fits your role or your highest level of involvement.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PURCHASE,Recommend (you recommend specific products or technologies for the solution),B.
QUES013,What is your involvement in the decisions relating to the purchase of audiovisual products and services? Please choose the answer that best fits your role or your highest level of involvement.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PURCHASE,"Influence (you provide input into the decision, but not specific recommendations)",C.
QUES013,What is your involvement in the decisions relating to the purchase of audiovisual products and services? Please choose the answer that best fits your role or your highest level of involvement.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PURCHASE,Not sure/Dont know,D.
QUES013,What is your involvement in the decisions relating to the purchase of audiovisual products and services? Please choose the answer that best fits your role or your highest level of involvement.,Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,PURCHASE,No Response,x
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,AV  Management,A.
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,Business Development/Sales,C.
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,Client/Customer Service,E.
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,Consulting,F.
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,Design,G.
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,Engineering,H.
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,Facilities/Property Management,I.
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,Finance/Accounting,J.
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,Human Resources,K.
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,IT,L.
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,Leadership/Executive Office/Owner,M.  
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,Market Intelligence/Research,N.
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,Marketing/Communications/PR/Brand Management,O.
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,Product Management,Q.
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,Project Management,R.
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,Solutions Development,T.
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,Meeting Planning,V.
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,Installation,W.   
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,Other,U.
QUES014,What is your primary job function? Please select one. ,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,JOBFUNC,No Response,x
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1919,75
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1920,76
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1921,77
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1922,78
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1923,79
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1924,80
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1925,81
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1926,82
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1927,83
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1928,84
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1929,85
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1930,1
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1931,2
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1932,3
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1933,4
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1934,5
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1935,6
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1936,7
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1937,8
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1938,9
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1939,10
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1940,11
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1941,12
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1942,13
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1943,14
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1944,15
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1945,16
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1946,17
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1947,18
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1948,19
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1949,20
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1950,21
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1951,22
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1952,23
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1953,24
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1954,25
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1955,26
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1956,27
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1957,28
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1958,29
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1959,30
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1960,31
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1961,32
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1962,33
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1963,34
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1964,35
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1965,36
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1966,37
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1967,38
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1968,39
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1969,40
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1970,41
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1971,42
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1972,43
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1973,44
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1974,45
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1975,46
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1976,47
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1977,48
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1978,49
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1979,50
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1980,51
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1981,52
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1982,53
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1983,54
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1984,55
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1985,56
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1986,57
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1987,58
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1988,59
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1989,60
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1990,61
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1991,62
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1992,63
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1993,64
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1994,65
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1995,66
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1996,67
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1997,68
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1998,69
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,1999,70
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,2000,71
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,2001,72
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,2002,73
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,2003,74
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,2004,86
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,2005,87
QUES015,Select year of birth,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,AGE,No Response,x
QUES016,How many times have you attended [event[ before 2022?,RadioButtonList,N,Attendee/Regtype,Registration,1/3/2022,REPATT,2-4 times,A.
QUES016,How many times have you attended [event[ before 2022?,RadioButtonList,N,Attendee/Regtype,Registration,1/3/2022,REPATT,5+ times,B.
QUES016,How many times have you attended [event[ before 2022?,RadioButtonList,N,Attendee/Regtype,Registration,1/3/2022,REPATT,First time,C.
QUES016,How many times have you attended [event[ before 2022?,RadioButtonList,N,Attendee/Regtype,Registration,1/3/2022,REPATT,No Response,x
QUES017,What gender do you identify with?,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,GENDER,Male,A.
QUES017,What gender do you identify with?,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,GENDER,Female,B.
QUES017,What gender do you identify with?,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,GENDER,Non-Binary,D.
QUES017,What gender do you identify with?,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,GENDER,Prefer not to specify,C.
QUES017,What gender do you identify with?,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,GENDER,No Response,x
QUES018,Policy Do you accept the [event] Policy agreement?,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,SHOWPOLICY,Yes,Y
QUES018,Policy Do you accept the [event] Policy agreement?,Checkbox,Y,Attendee/Regtype,Registration,1/3/2022,SHOWPOLICY,No Response,x
QUES019,Would you like to add virtual content to your selected registration package? ,Checkbox,N,Attendee/Regtype,Registration,1/3/2022,VIRTUAL,Yes,Y
QUES019,Would you like to add virtual content to your selected registration package? ,CheckboxList,N,Attendee/Regtype,Registration,1/3/2022,VIRTUAL,No,N
QUES019,Would you like to add virtual content to your selected registration package? ,CheckboxList,N,Attendee/Regtype,Registration,1/3/2022,VIRTUAL,No Response,x
QUES020,Would you like to add any education sessions to this Exhibitor's Registration?,CheckboxList,N,Exhibitor/Regtype,Registration,1/3/2022,EXHEDU,"Yes, I would like to add sessions.",A
QUES020,Would you like to add any education sessions to this Exhibitor's Registration?,CheckboxList,N,Exhibitor/Regtype,Registration,1/3/2022,EXHEDU,"No, not at this time.",B
QUES020,Would you like to add any education sessions to this Exhibitor's Registration?,CheckboxList,N,Exhibitor/Regtype,Registration,1/3/2022,EXHEDU,"Please send a confirmation email to this registrant, who will be given an opportunity to register education sessions on own.",C
QUES020,Would you like to add any education sessions to this Exhibitor's Registration?,CheckboxList,N,Exhibitor/Regtype,Registration,1/3/2022,EXHEDU,No Response,x
QUES021,Are you interested in joining membership at this time? ,RadioButtonList,N,Attendee/Regtype,Registration,1/3/2022,MEMBER,"Yes, premium member ($99)  ",A
QUES021,Are you interested in joining membership at this time? ,RadioButtonList,N,Attendee/Regtype,Registration,1/3/2022,MEMBER,"Yes, elite member ($399)",B
QUES021,Are you interested in joining membership at this time? ,RadioButtonList,N,Attendee/Regtype,Registration,1/3/2022,MEMBER,"Yes, I am interested in upgrading my premium membership to an elite membership",C
QUES021,Are you interested in joining membership at this time? ,RadioButtonList,N,Attendee/Regtype,Registration,1/3/2022,MEMBER,"No, I am not interested in membership at this time",D
QUES021,Are you interested in joining membership at this time? ,RadioButtonList,N,Attendee/Regtype,Registration,1/3/2022,MEMBER,No Response,X
QUES022,I am interested in learning about:,RadioButtonList,Y,Attendee/Regtype,Interest,1/3/2022,INTLEARN,Education,A
QUES022,I am interested in learning about:,Dropdown,Y,Attendee/Regtype,Interest,1/3/2022,INTLEARN,Special Events,B
